id_circuito_elec;vi_cal_cons_Satisfactoria;vi_cal_cons_Básico;vi_cal_cons_Insuficiente;vi_cal_servbas_Satisfactorio;vi_cal_servbas_Básico;vi_cal_servbas_Insuficiente;vi_cal_mat_Calidad_1;vi_cal_mat_Calidad_2;vi_cal_mat_Calidad_3;vi_cal_mat_Calidad_4;vi_tipo_Particular;vi_tipo_Colectiva;vi_nho_Viviendas_con_un_hogar;vi_nho_Viviendas_con_dos_y_más_hogares;vi_urban_Urbano;vi_urban_Rural_agrupado;vi_urban_Rural_disperso;vi_tipo_part_Casa;vi_tipo_part_Rancho;vi_tipo_part_Casilla;vi_tipo_part_Departamento;vi_tipo_part_Pieza_en_inquilinato;vi_tipo_part_Pieza_en_hotel_familiar_o_pensión;vi_tipo_part_Local_no_construido_para_habitación;vi_tipo_part_Vivienda_móvil;vi_tipo_part_Persona/s_viviendo_en_la_calle;vi_tipo_ocupa_Con_personas_presentes;vi_tipo_ocupa_Con_todas_las_personas_temporalmente_ausentes;vi_tipo_ocupa_En_alquiler_o_venta;vi_tipo_ocupa_En_construcción;vi_tipo_ocupa_Se_usa_como_comercio,_oficina_o_consultorio;vi_tipo_ocupa_Se_usa_para_vacaciones,_fin_de_semana_u_otro_uso_temporal;vi_tipo_ocupa_Por_otra_razón;ho_nbi_Hogares_sin_NBI;ho_nbi_Hogares_con_NBI;ho_suelo_Cerámica,_baldosa,_mosaico,_mármol,_madera_o_alfombrado;ho_suelo_Cemento_o_ladrillo_fijo;ho_suelo_Tierra_o_ladrillo_suelto;ho_suelo_Otro;ho_techo_Cubierta_asfáltica_o_membrana;ho_techo_Baldosa_o_losa_(sin_cubierta);ho_techo_Pizarra_o_teja;ho_techo_Chapa_de_metal_(sin_cubierta);ho_techo_Chapa_fibrocemento_o_plástico;ho_techo_Chapa_de_cartón;ho_techo_Caña,_palma,_tabla_o_paja_con_o_sin_barro;ho_techo_Otro;ho_rev_int_Sí;ho_rev_int_No;ho_agua_Por_cañeria_dentro_de_la_vivienda;ho_agua_Fuera_de_la_vivienda_pero_dentro_del_terreno;ho_agua_Fuera_del_terreno;ho_agua_beber_Red_pública;ho_agua_beber_Perforación_con_bomba_a_motor;ho_agua_beber_Perforación_con_bomba_manual;ho_agua_beber_Pozo;ho_agua_beber_Transporte_por_cisterna;ho_agua_beber_Agua_de_lluvia,_río,_canal,_arroyo_o_acequia;ho_aseo_Sí;ho_aseo_No;ho_cadena_Sí;ho_cadena_No;ho_desague_A_red_pública_(cloaca);ho_desague_A_cámara_séptica_y_pozo_ciego;ho_desague_Sólo_a_pozo_ciego;ho_desague_A_hoyo,_excavación_en_la_tierra,_etc.;ho_combus_Usado_sólo_por_este_hogar;ho_combus_Compartido_con_otros_hogares;ho_refri_Gas_de_red;ho_refri_Gas_a_granel_(zeppelin);ho_refri_Gas_en_tubo;ho_refri_Gas_en_garrafa;ho_refri_Electricidad;ho_refri_Leña_o_carbón;ho_refri_Otro;ho_compu_Sí;ho_compu_No;ho_celu_Sí;ho_celu_No;ho_fijo_Sí;ho_fijo_No;ho_hacinam_Sí;ho_hacinam_No;ho_nhogar_Hasta___0.50_personas_por_cuarto;ho_nhogar_0.51__-__0.99__personas_por_cuarto;ho_nhogar_1.00__-__1.49__personas_por_cuarto;ho_nhogar_1.50__-__1.99__personas_por_cuarto;ho_nhogar_2.00__-__3.00__personas_por_cuarto;ho_nhogar_Más_de__3.00_personas_por_cuarto;ho_prop_Propietario_de_la_vivienda_y_del_terreno;ho_prop_Propietario_sólo_de_la_vivienda;ho_prop_Inquilino;ho_prop_Ocupante_por_préstamo;ho_prop_Ocupante_por_trabajo;ho_prop_Otra_situación;ho_npers_1;ho_npers_2;ho_npers_3;ho_npers_4;ho_npers_5;ho_npers_6;ho_npers_7;ho_npers_8__y_más;per_siteco_Ocupado;per_siteco_Desocupado;per_siteco_Inactivo;per_edad_gru_0_-_14;per_edad_gru_15_-_64;per_edad_gru_65_y_más;per_edad_quin_0-4;per_edad_quin_5-9;per_edad_quin_10-14;per_edad_quin_15-19;per_edad_quin_20-24;per_edad_quin_25-29;per_edad_quin_30-34;per_edad_quin_35-39;per_edad_quin_40-44;per_edad_quin__45-49;per_edad_quin__50-54;per_edad_quin__55-59;per_edad_quin__60-64;per_edad_quin__65-69;per_edad_quin__70-74;per_edad_quin__75-79;per_edad_quin__80-84;per_edad_quin__85-89;per_edad_quin__90-94;per_edad_quin__95_y_más;per_rela_jefe_Jefe(a);per_rela_jefe_Cónyuge_o_pareja;per_rela_jefe_Hijo(a)_/_Hijastro(a);per_rela_jefe_Yerno_/_Nuera;per_rela_jefe_Nieto(a);per_rela_jefe_Padre_/_Madre_/_Suegro(a);per_rela_jefe_Otros_familiares;per_rela_jefe_Otros_no_familiares;per_rela_jefe_Servicio_doméstico_y_sus_familiares;per_sexo_Varón;per_sexo_Mujer;per_inmig_Argentina;per_inmig_Otro_país;per_leer_Sí;per_leer_No;per_escuela_Asiste;per_escuela_Asistió;per_escuela_Nunca_asistió;per_educa_Inicial_(jardín,_preescolar);per_educa_Primario;per_educa_EGB;per_educa_Secundario;per_educa_Polimodal;per_educa_Superior_no_universitario;per_educa_Universitario;per_educa_Post_universitario;per_educa_Educación_especial;per_educa_completo_Sí;per_educa_completo_No;per_compu_Sí;per_compu_No;paso19_blanco;paso19_validos;paso19_cand_FdT;paso19_cand_JxC;paso19_cand_Otros;pres15_blanco;pres15_validos;pres15_cand_Cam;pres15_cand_FPV;pres15_cand_Otros;pres15_cand_UNA;paso15_blanco;paso15_validos;paso15_cand_Cam;paso15_cand_FPV;paso15_cand_Otros;paso15_cand_UNA
0202800258A; 87,512195; 4,585366; 7,9024390;  7,70731707;33,17073171; 59,0243902; 92,87805; 4,000000; 2,34146341; 0,780487805;135,0244; 0,195121951; 97,26829; 2,7317073; 81,7560976; 11,70731707;4,175610e+01;132,975610; 1,365853659;  0,09756098;  0,39024390; 0,000000000; 0,097560976;0,09756098; 0,097560976;0,000000000;100;  8,8780488; 0,8780488;18,14634146;  0,48780488;  1,56097561;  5,170732; 97,62357; 2,3764259; 95,34221; 4,3726236; 0,285171103;0,09505703; 1,8060837; 0,7604563; 5,5133080; 90,01901141; 1,14068441;0,570342205;0,000000000; 0,19011407; 98,47909; 1,5209125; 93,25095; 6,17870722; 0,66539924; 64,4486692; 30,13307985; 3,136882129; 2,376425856; 0,000000000; 0,000000000; 99,04943; 0,95057034; 96,48289; 2,56653992;  9,0304183;50,47528517;39,068441065; 0,475285171; 97,81369; 1,33079848;72,8136882; 0,190114068;7,604563e-01; 25,09505703; 0,000000000; 1,140684411;0,000000000; 99,33460; 0,6653992;38,212928;61,78707; 88,02281;11,9771863;32,6045627; 67,395437;27,661597;21,482890;35,07605; 7,984791; 7,1292776; 0,76045627;83,555133; 0,76045627; 7,3193916; 4,5627376; 1,0456274; 2,6615970;15,969582;24,904943;21,482890;22,718631; 9,695817; 3,0418251; 1,33079848;0,95057034;51,00671;1,6473459;24,771202;22,666260;64,21599;13,117755; 0; 6,955461; 7,535082; 8,145210; 9,304454; 7,230018; 7,840146; 6,863941; 7,626602; 6,314826; 5,704698; 4,820012; 4,453935; 4,026846; 3,9658328; 3,8743136;2,0439292;1,92190360;0,91519219;0,305064063;32,09274;21,171446;38,98719;0,5491153; 2,1354484;0,5796217; 1,8303844; 0,4270897;0,122025625;49,93899;50,06101; 99,26785; 0,73215375;89,87187; 6,009762;26,57108;68,24283; 1,06772422; 4,4844417;51,311775; 4,85051861;21,384991; 5,52165955; 4,3929225; 1,8303844; 0,06101281;0,94569860;43,25808;46,09518;44,20378;49,572910;  85;  1776;51,295045; 27,083333;16,835586;  54;  1674; 33,751493;30,167264; 4,8984468;27,956989; 143;  1626; 34,071341;28,228782; 7,1955720;21,709717
0202800258B; 84,815618; 6,073753; 9,1106291; 13,01518438;39,69631236; 47,5054230; 90,88937; 6,290672; 2,38611714; 0,650759219;129,9349; 0,000000000; 97,61388; 2,3861171; 10,8459870; 82,86334056;3,622560e+01;128,199566; 0,650759219;  0,00000000;  0,65075922; 0,000000000; 0,000000000;0,21691974; 0,216919740;0,000000000;100;  8,6767896; 1,0845987;13,44902386;  0,00000000;  1,51843818;  4,989154; 97,04641; 2,9535865; 93,24895; 6,5400844; 0,000000000;0,00000000; 1,6877637; 2,3206751; 8,6497890; 85,44303797; 0,84388186;0,632911392;0,000000000; 0,42194093; 98,31224; 1,6877637; 92,19409; 6,75105485; 0,84388186; 70,0421941; 24,89451477; 4,008438819; 1,054852321; 0,000000000; 0,000000000; 99,36709; 0,63291139; 95,35865; 4,00843882; 14,7679325;54,21940928;30,379746835; 0,000000000; 97,67932; 1,68776371;75,5274262; 0,210970464;8,438819e-01; 23,20675105; 0,000000000; 0,210970464;0,000000000; 99,15612; 0,8438819;33,755274;66,24473; 89,45148;10,5485232;31,8565401; 68,143460;23,628692;20,464135;32,70042;11,814346; 9,9156118; 1,47679325;82,489451; 1,05485232; 9,7046414; 4,0084388; 1,0548523; 2,1097046;14,978903;28,902954;21,940928;16,877637;10,548523; 2,9535865; 1,89873418;1,89873418;52,30875;2,2053756;20,330806;26,878015;62,92212;10,130944; 0; 8,339076; 9,166092; 9,372846; 8,614748; 7,856651; 7,167471; 7,374225; 7,649897; 6,202619; 5,306685; 3,997243; 4,686423; 4,135079; 4,0661613; 2,9634735;1,4472777;1,17160579;0,27567195;0,068917988;32,66713;21,847002;40,24810;0,6891799; 1,3783598;0,4135079; 1,7918677; 0,8959338;0,000000000;49,00069;50,93039; 99,37974; 0,55134390;88,90420; 5,789111;28,66988;64,85183; 1,24052378; 5,0999311;49,345279; 6,75396278;21,088904; 4,96209511; 4,3418332; 1,3783598; 0,06891799;0,62026189;39,97243;47,82908;43,69400;50,999311;  67;  1448;62,085635; 19,129834;14,157459;  67;  1270; 34,251969;30,629921; 4,7244094;25,118110; 113;  1290; 25,038760;34,728682; 9,6899225;21,782946
0202800258C; 61,038961;10,389610;28,5714286;  0,00000000; 0,00000000;100,0000000; 80,51948;14,285714; 5,19480519; 0,000000000;214,2857; 0,000000000; 98,70130; 1,2987013;  0,0000000; 77,92207792;1,376623e+02;203,896104; 9,090909091;  1,29870130;  0,00000000; 0,000000000; 0,000000000;0,00000000; 0,000000000;0,000000000;100; 53,2467532; 0,0000000; 2,59740260;  0,00000000;  6,49350649; 53,246753; 93,58974; 6,4102564; 82,05128;17,9487179; 0,000000000;0,00000000; 2,5641026; 5,1282051; 5,1282051; 87,17948718; 0,00000000;0,000000000;0,000000000; 0,00000000; 94,87179; 5,1282051; 71,79487;28,20512821; 0,00000000;  0,0000000; 51,28205128;29,487179487;19,230769231; 0,000000000; 0,000000000; 97,43590; 2,56410256; 82,05128;15,38461538;  0,0000000;15,38461538;82,051282051; 0,000000000; 93,58974; 3,84615385; 1,2820513; 3,846153846;1,410256e+01; 75,64102564; 0,000000000; 6,410256410;0,000000000; 94,87179; 5,1282051;26,923077;73,07692; 89,74359;10,2564103;10,2564103; 89,743590;41,025641;19,230769;25,64103; 5,128205; 6,4102564; 3,84615385;55,128205; 0,00000000; 3,8461538;15,3846154;23,0769231; 3,8461538;28,205128;26,923077;16,666667;14,102564; 8,974359; 2,5641026; 1,28205128;0,00000000;52,47525;1,4851485;25,742574;23,267327;62,37624;14,356436; 0; 5,940594; 6,435644;10,891089; 5,940594; 4,455446; 8,415842; 4,950495; 4,950495; 5,445545; 7,425743; 7,425743; 6,435644; 6,930693; 5,4455446; 3,9603960;3,4653465;1,48514851;0,49504950;0,000000000;38,61386;22,772277;28,71287;0,4950495; 5,4455446;0,4950495; 0,4950495; 2,9702970;0,000000000;53,46535;46,53465; 99,00990; 0,99009901;90,09901; 5,940594;24,25743;68,81188; 2,97029703; 4,4554455;57,920792; 0,49504950;16,336634; 3,96039604; 5,9405941; 3,4653465; 0,00000000;0,49504950;42,57426;45,54455;37,62376;58,415842;   7;    96;39,583333; 43,750000; 9,375000;   5;   113; 37,168142;38,053097; 2,6548673;17,699115;  15;   113; 39,823009;30,088496; 4,4247788;12,389381
02029000189; 78,627191;13,632346; 7,7404625; 83,47326558; 3,56458978; 12,9547798; 80,45368;10,936810; 7,37221977; 1,229930770;117,8229; 0,139932243; 95,24230; 4,7503314;105,6414789;  0,00000000;1,232140e+01;110,377081; 0,846958315;  0,16202681;  5,81823538; 0,427161585; 0,073648549;0,11047282; 0,007364855;0,000000000;100;  6,4958020; 2,1063485; 2,14317278;  0,82486375;  1,59817352;  4,654588; 95,70169; 4,2983126; 86,33428;12,5685716; 1,013818485;0,08332755; 9,2563016;15,8947295; 4,3469204; 68,09943754; 1,83320603;0,229150753;0,048607736; 0,30553434; 89,86876;10,1381848; 94,85452; 4,65245469; 0,49302132; 93,7087702;  3,90945073; 1,812374141; 0,541629054; 0,020831887; 0,006943962; 99,25700; 0,74994792; 94,48649; 4,77050205; 83,5775293; 5,33296299;10,152072773; 0,194430942; 97,31269; 1,94430942;61,0790917; 0,395805847;4,173321e+00; 33,96291924; 0,013887924; 0,291646413;0,090271509; 97,34741; 2,6595375;43,330324;56,66968; 86,16068;13,8393167;48,3994167; 51,600583;26,498160;18,818138;30,49094; 9,013263;12,8116103; 2,36789112;71,870009; 1,10408999;16,0613846; 7,8466773; 1,3401847; 1,7845983;19,234775;26,518992;20,540240;17,797375; 9,360461; 4,3885841; 1,09714603;1,06937018;47,95999;1,6949548;27,939942;23,361000;62,04654;14,592465; 0; 7,621468; 7,714725; 8,024806; 7,395318; 6,411452; 6,637601; 7,658771; 6,777488; 5,851907; 5,677049; 5,154807; 5,401940; 5,082533; 4,2175697; 3,5181386;2,9469365;2,18688800;1,23333022;0,387018558;33,57503;20,871025;35,94143;1,0001865; 3,4971556;1,3732165; 2,1612422; 0,8183344;0,053623053;48,35401;51,64833; 97,73151; 2,26848830;89,72769; 5,760981;26,56439;67,03814; 1,88613261; 4,6348970;45,204234; 2,81171314;24,347198; 3,61139606; 6,6189499; 5,7609811; 0,27510958;0,34272125;46,97146;41,65579;47,17663;47,626597; 773; 28599;48,375817; 35,896360;13,024931; 655; 29556; 36,469752;38,577615; 5,7822439;16,954256;1031; 26267; 33,113793;40,655575; 9,3387140;12,966841
02029000190;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;  34;   973;26,618705; 58,376156;11,510791;  10;  1050; 56,666667;22,285714; 6,1904762;13,904762;  23;   924; 52,272727;20,670996;11,5800866;12,987013
02029000191; 68,750000;20,833333;10,4166667;  0,00000000; 0,00000000;100,0000000; 70,83333;14,583333; 8,33333333; 6,250000000;183,3333; 0,000000000; 95,83333; 4,1666667;  0,0000000;  0,00000000;1,833333e+02;170,833333;10,416666667;  2,08333333;  0,00000000; 0,000000000; 0,000000000;0,00000000; 0,000000000;0,000000000;100;  0,0000000; 0,0000000; 0,00000000;  0,00000000;  8,33333333; 72,916667; 94,00000; 6,0000000; 76,00000;20,0000000; 4,000000000;2,00000000; 4,0000000;12,0000000;10,0000000; 66,00000000; 6,00000000;2,000000000;0,000000000; 0,00000000; 98,00000; 2,0000000; 98,00000; 2,00000000; 0,00000000;  2,0000000; 84,00000000;10,000000000; 4,000000000; 0,000000000; 0,000000000; 98,00000; 2,00000000; 96,00000; 2,00000000;  0,0000000;40,00000000;58,000000000; 0,000000000; 98,00000; 0,00000000; 0,0000000; 2,000000000;3,800000e+01; 60,00000000; 0,000000000; 0,000000000;0,000000000; 96,00000; 4,0000000;18,000000;82,00000; 98,00000; 2,0000000;20,0000000; 80,000000;42,000000;14,000000;22,00000; 6,000000;10,0000000; 4,00000000;42,000000; 2,00000000; 0,0000000; 2,0000000;52,0000000; 2,0000000;24,000000;18,000000;22,000000;12,000000;16,000000; 4,0000000; 0,00000000;2,00000000;58,70968;0,0000000;12,903226;29,032258;61,29032; 9,032258; 0;10,322581; 9,032258; 9,032258; 8,387097; 6,451613; 5,161290;12,258065; 3,870968; 3,870968; 4,516129; 3,870968; 6,451613; 5,161290; 3,2258065; 3,8709677;0,0000000;0,64516129;1,29032258;0,000000000;32,25806;21,290323;37,41935;0,0000000; 1,2903226;1,2903226; 4,5161290; 1,2903226;0,000000000;56,12903;43,22581; 98,70968; 1,29032258;88,38710; 4,516129;29,67742;60,64516; 2,58064516; 1,9354839;64,516129; 1,29032258;10,967742; 3,87096774; 1,2903226; 5,8064516; 0,00000000;0,00000000;41,93548;46,45161;29,67742;63,225806;   1;    38;28,947368; 57,894737;10,526316;   1;    55; 54,545455;18,181818; 7,2727273;18,181818;   2;    34; 41,176471;26,470588; 0,0000000;26,470588
02029000192; 64,705882;17,647059;17,6470588;  0,00000000; 0,00000000;100,0000000; 64,70588;23,529412;11,76470588; 0,000000000;247,0588; 0,000000000;100,00000; 0,0000000;  0,0000000;  0,00000000;2,470588e+02;241,176471; 5,882352941;  0,00000000;  0,00000000; 0,000000000; 0,000000000;0,00000000; 0,000000000;0,000000000;100;  0,0000000; 0,0000000; 0,00000000;  0,00000000; 17,64705882;129,411765; 94,11765; 5,8823529; 64,70588;35,2941176; 0,000000000;0,00000000; 0,0000000; 0,0000000; 5,8823529; 88,23529412; 5,88235294;0,000000000;0,000000000; 0,00000000; 94,11765; 5,8823529; 82,35294;17,64705882; 0,00000000;  0,0000000; 70,58823529;29,411764706; 0,000000000; 0,000000000; 0,000000000;100,00000; 0,00000000; 88,23529;11,76470588;  0,0000000;47,05882353;52,941176471; 0,000000000;100,00000; 0,00000000; 0,0000000;11,764705882;2,941176e+01; 52,94117647; 0,000000000; 0,000000000;5,882352941; 94,11765; 5,8823529;29,411765;70,58824;100,00000; 0,0000000;29,4117647; 70,588235;41,176471;23,529412;23,52941; 0,000000; 5,8823529; 5,88235294;76,470588; 0,00000000; 0,0000000; 5,8823529;17,6470588; 0,0000000;17,647059;35,294118;23,529412;11,764706; 5,882353; 0,0000000; 5,88235294;0,00000000;52,08333;2,0833333;27,083333;16,666667;68,75000;12,500000; 0; 4,166667; 2,083333;10,416667; 6,250000;10,416667; 6,250000; 4,166667; 6,250000; 8,333333; 2,083333; 6,250000; 4,166667;14,583333; 2,0833333; 6,2500000;2,0833333;2,08333333;0,00000000;0,000000000;35,41667;25,000000;27,08333;0,0000000; 2,0833333;4,1666667; 4,1666667; 0,0000000;0,000000000;60,41667;37,50000;100,00000; 0,00000000;91,66667; 4,166667;16,66667;77,08333; 2,08333333; 2,0833333;60,416667; 4,16666667;16,666667; 4,16666667; 4,1666667; 0,0000000; 0,00000000;2,08333333;60,41667;29,16667;33,33333;62,500000;   0;    24;25,000000; 58,333333;16,666667;   0;    35; 80,000000;14,285714; 2,8571429; 2,857143;   3;    18; 44,444444;11,111111; 5,5555556;22,222222
02029000193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;    65;33,846154; 53,846154; 9,230769;   2;   101; 65,346535;19,801980; 2,9702970; 9,900990;   3;    69; 65,217391; 8,695652;10,1449275;11,594203
02029000194; 58,928571;21,428571;19,6428571;  0,00000000; 0,00000000;100,0000000; 60,71429;28,571429;10,71428571; 0,000000000;178,5714; 0,000000000;100,00000; 0,0000000;  0,0000000;  1,78571429;1,767857e+02;162,500000; 3,571428571;  8,92857143;  0,00000000; 1,785714286; 0,000000000;0,00000000; 0,000000000;0,000000000;100; 35,7142857; 0,0000000; 0,00000000;  0,00000000; 25,00000000; 16,071429; 85,71429;14,2857143; 62,50000;30,3571429; 0,000000000;7,14285714; 3,5714286; 1,7857143; 3,5714286; 91,07142857; 0,00000000;0,000000000;0,000000000; 0,00000000; 87,50000;12,5000000; 80,35714;12,50000000; 7,14285714;  1,7857143; 87,50000000;10,714285714; 0,000000000; 0,000000000; 0,000000000; 92,85714; 7,14285714; 85,71429; 7,14285714;  0,0000000;53,57142857;39,285714286; 0,000000000; 87,50000; 5,35714286; 0,0000000;28,571428571;1,250000e+01; 57,14285714; 0,000000000; 1,785714286;0,000000000; 91,07143; 8,9285714;21,428571;80,35714; 96,42857; 3,5714286;14,2857143; 85,714286;39,285714;10,714286;26,78571; 5,357143; 8,9285714;10,71428571;44,642857; 0,00000000; 0,0000000; 7,1428571;46,4285714; 1,7857143;14,285714;39,285714;14,285714;14,285714; 5,357143;10,7142857; 1,78571429;1,78571429;63,06818;1,1363636;21,022727;15,340909;68,75000;15,909091; 0; 6,250000; 4,545455; 4,545455; 5,113636;11,363636;11,363636; 7,386364; 6,818182; 4,545455; 7,954545; 6,250000; 4,545455; 3,977273; 6,2500000; 6,2500000;2,2727273;0,56818182;0,00000000;0,000000000;31,81818;21,590909;23,29545;0,0000000; 0,5681818;0,0000000; 2,8409091;18,7500000;0,000000000;62,50000;37,50000; 97,15909; 2,27272727;90,34091; 7,386364;17,61364;77,84091; 2,27272727; 4,5454545;59,090909; 1,70454545;21,022727; 2,27272727; 4,5454545; 2,2727273; 0,00000000;0,00000000;55,11364;35,79545;30,11364;67,613636;   1;    56;39,285714; 46,428571;12,500000;   0;    94; 59,574468;27,659574; 0,0000000;12,765957;   2;    72; 58,333333;27,777778; 4,1666667; 6,944444
02029000195; 66,250000;20,000000;13,7500000;  0,00000000; 0,00000000; 98,7500000; 71,25000;17,500000; 7,50000000; 3,750000000;172,5000; 0,000000000; 96,25000; 3,7500000;  0,0000000;  0,00000000;1,725000e+02;157,500000;12,500000000;  0,00000000;  1,25000000; 1,250000000; 0,000000000;0,00000000; 0,000000000;0,000000000;100; 25,0000000; 0,0000000; 0,00000000;  0,00000000;  3,75000000; 43,750000; 98,79518; 1,2048193; 78,31325;19,2771084; 2,409638554;0,00000000; 3,6144578; 9,6385542; 1,2048193; 84,33734940; 0,00000000;0,000000000;1,204819277; 0,00000000; 87,95181;12,0481928; 90,36145; 8,43373494; 1,20481928;  3,6144578; 86,74698795; 6,024096386; 3,614457831; 0,000000000; 0,000000000;100,00000; 0,00000000; 96,38554; 3,61445783;  1,2048193;22,89156627;75,903614458; 0,000000000;100,00000; 0,00000000; 0,0000000; 4,819277108;3,012048e+01; 61,44578313; 0,000000000; 3,614457831;0,000000000; 95,18072; 4,8192771;25,301205;74,69880; 96,38554; 3,6144578;18,0722892; 81,927711;30,120482;15,662651;33,73494; 6,024096;12,0481928; 0,00000000;48,192771; 0,00000000; 6,0240964;14,4578313;30,1204819; 0,0000000;18,072289;30,120482;21,686747;18,072289; 4,819277; 2,4096386; 2,40963855;0,00000000;56,89655;0,0000000;21,982759;23,706897;64,65517;11,637931; 0; 6,465517; 9,482759; 8,189655; 5,172414; 5,603448; 7,758621; 8,620690; 4,310345; 7,327586; 6,465517; 6,896552; 6,034483; 6,034483; 4,7413793; 4,3103448;0,4310345;1,72413793;0,00000000;0,000000000;35,77586;25,431034;34,91379;0,8620690; 2,1551724;0,0000000; 0,0000000; 0,4310345;0,000000000;53,87931;46,12069; 95,25862; 5,17241379;91,37931; 5,172414;26,29310;68,96552; 0,86206897; 5,1724138;59,913793; 4,31034483;17,672414; 2,15517241; 3,0172414; 2,1551724; 0,43103448;0,00000000;53,01724;37,06897;31,46552;64,655172;   0;    37;18,918919; 78,378378; 2,702703;   0;    66; 68,181818;13,636364; 4,5454545;13,636364;   1;    41; 60,975610;17,073171; 4,8780488;14,634146
02029000196; 58,823529;13,235294;27,9411765;  0,00000000; 0,00000000;100,0000000; 64,70588;13,235294;17,64705882; 4,411764706;167,6471; 0,000000000; 98,52941; 1,4705882;  0,0000000;  0,00000000;1,676471e+02;148,529412;13,235294118;  4,41176471;  0,00000000; 0,000000000; 0,000000000;0,00000000; 0,000000000;0,000000000;100; 14,7058824; 0,0000000; 0,00000000;  0,00000000; 14,70588235; 36,764706; 92,95775; 7,0422535; 66,19718;29,5774648; 4,225352113;0,00000000; 1,4084507; 0,0000000; 2,8169014; 91,54929577; 2,81690141;0,000000000;0,000000000; 0,00000000; 83,09859;16,9014085; 80,28169;16,90140845; 1,40845070;  4,2253521; 66,19718310; 9,859154930;18,309859155; 0,000000000; 0,000000000; 98,59155; 0,00000000; 87,32394;11,26760563;  0,0000000;46,47887324;50,704225352; 1,408450704; 98,59155; 1,40845070; 0,0000000;16,901408451;1,971831e+01; 54,92957746; 0,000000000; 7,042253521;0,000000000; 90,14085; 9,8591549;23,943662;74,64789; 98,59155; 1,4084507; 8,4507042; 90,140845;19,718310;14,084507;33,80282;12,676056;15,4929577; 5,63380282;32,394366; 0,00000000; 2,8169014; 5,6338028;56,3380282; 0,0000000;14,084507;26,760563;22,535211;16,901408;12,676056; 4,2253521; 2,81690141;0,00000000;48,41629;0,0000000;22,624434;30,769231;61,53846; 8,144796; 0;10,859729;11,312217; 8,144796; 5,882353; 3,167421; 6,787330;10,859729; 4,977376; 6,787330; 7,692308; 6,334842; 3,619910; 5,429864; 2,7149321; 2,7149321;1,8099548;0,90497738;0,00000000;0,000000000;32,12670;25,339367;35,74661;0,0000000; 3,1674208;1,3574661; 1,8099548; 0,4524887;0,000000000;53,39367;46,60633; 87,78281;12,21719457;83,71041; 8,144796;27,14932;59,72851; 4,52488688; 4,9773756;52,941176; 1,35746606;19,004525; 2,26244344; 3,6199095; 2,2624434; 0,00000000;0,45248869;41,62896;39,81900;23,52941;67,873303;   1;    54;35,185185; 35,185185;27,777778;   1;    67; 50,746269;25,373134; 7,4626866;14,925373;   1;    49; 44,897959;24,489796; 8,1632653;20,408163
