id_circuito_elec;province;vi_calidad_insuficiente;vi_serv_basicos_insuficiente;vi_nho_2mas;vi_urbano;vi_rural_agrupado;vi_rural_disperso;ho_necesidad_basica_insatisfecha;ho_suelo_cemento;ho_suelo_ladrillo;ho_techo_chapa_metal;ho_techo_chapa_pastico;ho_techo_chapa_carton;ho_techo_chapa_barro;ho_agua_fuera_vivienda;ho_agua_fuera_terreno;ho_sin_aseo;ho_refri_carbon;ho_compu;ho_celu;ho_fijo;ho_fhacinamiento;ho_3omas_por_cuarto;ho_prop_vivienda_terreno;ho_prop_vivienda;ho_inquilino;ho_npers_1;ho_npers_2;ho_npers_3;ho_npers_4;ho_npers_5;ho_npers_6;ho_npers_7;ho_npers_8mas;per_ocupado;per_desocupado;per_inactivo;per_edad_0_14;per_edad_15_65;per_edad_65mas;per_edad_0_4;per_edad_5_9;per_edad_10_14;per_edad_14_19;per_edad_20_24;per_edad_25_29;per_edad_30_34;per_edad_35_39;per_edad_40_44;per_edad_45_49;per_edad_50_54;per_edad_55_59;per_edad_60_64;per_edad_65_69;per_edad_70_74;per_edad_75_79;per_edad_80_84;per_edad_85_89;per_edad_90_94;per_edad_95mas;per_nietos_hogar;per_servicio_domestico_interno;per_hombre;per_mujer;per_inmigrante;per_sabe_leer;per_nunca_asiste;per_estud_primario;per_estud_egb;per_estud_secundara;per_estud_polimodal;per_estud_superior;per_estud_universitario;per_estud_postuniversitario;per_estud_especial;per_estud_completos;per_compu;paso19_blanco;paso19_validos;paso19_cand_FdT;paso19_cand_JxC;paso19_cand_Otros;pres19_blanco;pres19_validos;pres19_cand_FdT;pres19_cand_JxC;pres19_cand_Otros;pres15_blanco;pres15_validos;pres15_cand_Cam;pres15_cand_FPV;pres15_cand_Otros;pres15_cand_UNA;paso15_blanco;paso15_validos;paso15_cand_Cam;paso15_cand_FPV;paso15_cand_Otros;paso15_cand_UNA
01001000001;CABA; 3,1763661;  0,5108841; 2,4655709;100,0000000;0,000000e+00;0,000000e+00; 7,3290598; 1,4743590; 0,085470085;  1,73076923; 0,27777778;0,000000000;0,000000000; 3,24786325; 0,064102564; 0,34188034; 0,042735043; 97,45726;67,179487; 84,65812;83,0769231; 1,81623932;46,730769; 9,50854701;36,0256410;38,055556;30,897436;15,982906; 9,123932; 3,824786; 1,5384615;0,34188034;0,23504274;59,96522;2,5311564;22,471259;14,520336;67,13361;18,346054;0; 5,274853; 4,830451; 4,415032; 4,772486; 7,062120; 8,714134; 9,216501; 7,545165; 6,337552; 6,047725; 5,941455; 5,796541; 5,699932; 5,1202782; 3,7774128;3,7967346;2,95623611;1,82591054;0,724567675;1,7099797;0,222200754;46,45928;53,54072;12,91662641; 2,965897; 0,91778572;19,428075; 0,36711429;32,267414;0,36711429;10,7236016;26,4322288;2,97555792;0,27050527;50,61347;70,98831; 215;  7087;42,359249; 37,208974;17,398053; 114;  7740;44,444444; 42,532300;11,550388;  99;  7648; 40,363494;31,524582;12,4084728;14,408996; 183;  7121; 39,207976;29,981744;16,9498666;11,290549
01001000002;CABA; 6,7267684;  2,7045770; 3,2362460;100,0000000;0,000000e+00;0,000000e+00;12,4723574; 2,4546661; 0,022114109;  2,27775321; 0,48651039;0,022114109;0,022114109; 5,66121185; 0,154798762; 2,72003538; 0,000000000; 95,40027;68,089341; 86,26714;80,4511278; 1,63644405;45,002211; 5,48429898;42,1273773;39,849624;31,180893;15,612561; 7,806280; 3,118089; 1,7027864;0,30959752;0,44228218;59,49867;3,1086549;20,990822;12,197770;71,06484;16,737393;0; 4,342248; 4,164611; 3,700780; 5,013323; 9,010165;10,431264; 9,552946; 8,102240; 5,733741; 5,862035; 5,931116; 6,069279; 5,368598; 4,7962104; 3,8389421;3,0790487;2,57574262;1,72703049;0,621730978;1,7467680;0,207243659;47,80420;52,19580;17,48741735; 2,457318; 0,77963091;18,375604; 0,11842495;31,836574;0,34540610;10,7964078;28,7575249;3,54287970;0,19737491;50,33060;69,34768; 220;  6564;43,692870; 34,643510;18,312005; 112;  7064;46,800680; 40,062288;11,551529; 107;  7045; 39,971611;32,207239;12,5762952;13,726047; 155;  6655; 38,181818;31,104433;16,9947408;11,389932
01001000003;CABA;19,0815519; 34,6001584; 6,2549485;100,0000000;0,000000e+00;0,000000e+00;13,2556446;28,0407866; 1,310997815; 19,95630007; 2,18499636;0,655498908;0,873998543; 5,68099053; 2,257829570; 2,62199563; 0,291332848; 87,90969;63,364894; 93,22651;54,4064093; 5,02549162;63,656227; 5,97232338;26,3656227;25,564457;28,987618;21,267298;13,401311; 6,336489; 3,2046613;0,87399854;0,43699927;56,31016;2,0320856;16,764706;22,326203;70,96257; 6,684492;0; 9,973262; 6,818182; 5,561497; 5,641711; 9,358289; 9,224599; 8,368984; 9,759358; 7,647059; 5,481283; 5,695187; 5,026738; 4,759358; 3,0213904; 1,8716578;0,8556150;0,50802139;0,26737968;0,133689840;0,9358289;0,481283422;51,65775;48,34225;42,13903743; 4,973262; 1,55080214;17,540107; 0,56149733;32,245989;0,18716578; 5,8823529;24,3048128;5,80213904;0,13368984;50,10695;64,19786;  42;  3365;13,848440; 73,313522;11,589896;  33;  3630;15,757576; 77,438017; 5,895317;  12;  1542; 76,977951;11,219196; 3,8910506; 7,133593;   8;  1421; 74,454609; 9,641098; 6,8261787; 8,515130
01001000005;CABA;53,2843622; 13,7448792;14,0839102;100,0000000;0,000000e+00;0,000000e+00;32,1258973;59,2048592; 3,169519602; 32,76642739; 1,96576477;0,784097184;0,607399227;19,96686913; 1,568194368; 5,33406957; 0,331308669; 70,10491;20,750966; 85,86416;21,7559359;13,06460519;46,239647;18,67476532;30,4914412;21,921590;23,158476;20,883490;15,924903; 9,122032; 5,2125897;2,00993926;1,77802319;47,38689;3,4679269;16,662033;29,772743;68,73306; 1,494197;0;12,099520; 9,298770; 8,374453; 8,621169;12,930016;12,127319; 9,847800; 8,023490; 5,837793; 4,625061; 3,172562; 2,234346; 1,313503; 0,7297241; 0,3961359;0,2258670;0,07297241;0,03474877;0,006949753;1,3517270;0,031273890;51,29265;48,70735;53,68336924; 7,210369; 4,68413371;36,103968; 0,27104038;37,372298;0,40656057; 2,2239211; 5,4312322;0,48648273;0,22239211;37,05956;38,11592; 242;  5338;67,740727; 16,841514;10,884226; 237;  5717;68,654889; 18,838552; 8,361029;  67;  4791; 18,597370;57,044458; 5,6146942;17,345022;  84;  4077; 20,505273;53,127299;10,2526367;14,054452
01001000006;CABA; 0,9689922;  0,4770423;14,2218247;100,0000000;0,000000e+00;0,000000e+00; 1,5600825; 0,6059825; 0,000000000;  0,81227437; 0,27075812;0,000000000;0,000000000; 0,46415678; 0,000000000; 0,03867973; 0,012893244; 99,35534;77,656008; 88,78288;95,3326457; 0,39969056;59,076844; 5,85353275;26,0830325;32,052604;32,194430;16,903043;11,023724; 5,195977; 1,9210933;0,46415678;0,24497163;57,14136;1,8932064;24,737200;12,169866;64,93384;22,896292;0; 4,445374; 3,943308; 3,781183; 4,968359; 7,787250; 7,980754; 6,579154; 6,333351; 5,606401; 5,805136; 6,427488; 6,516396; 6,929554; 6,0300194; 4,7330161;4,2048010;3,90669944;2,42142147;1,202865959;1,0145913;3,116991789;43,74248;56,25752;15,82553214; 2,280215; 0,36608964;12,640552; 0,11505674;25,281105;0,25103290; 9,6804560;40,1548036;5,89404320;0,20396423;60,18514;72,29747; 210; 11055;10,402533; 76,508367;11,189507; 107; 11653;11,276066; 82,682571; 5,123144;  53; 11849; 81,804372; 8,000675; 3,8062284; 5,941430; 117; 10841; 79,632875; 7,526981; 5,5806660; 6,180242
01001000007;CABA; 1,0240797;  0,3874896; 1,4669250;100,0000000;0,000000e+00;0,000000e+00; 1,0626703; 0,3814714; 0,000000000;  0,21798365; 0,02724796;0,000000000;0,000000000; 0,65395095; 0,000000000; 0,08174387; 0,000000000; 99,48229;77,138965; 87,60218;92,7520436; 0,35422343;52,043597; 4,08719346;35,1226158;42,098093;31,335150;12,643052; 7,901907; 4,141689; 1,3079019;0,27247956;0,29972752;54,36666;2,5520955;23,682978; 9,669867;69,09389;21,236244;0; 3,523765; 2,786233; 3,371576; 5,478811; 9,505970; 9,962538; 7,340201; 5,970499; 5,513931; 5,420276; 6,462187; 6,907048; 6,520721; 5,8417232; 4,4954343;3,4886443;3,66424725;2,31795832;1,077031140;0,7960665;1,194099742;44,01779;55,98221;17,06860220; 2,083821; 0,49168813;10,700070; 0,08194802;22,500585;0,14048232;11,1800515;43,8187778;6,69632405;0,16389604;57,17631;70,92016; 110;  5290;16,578450; 66,899811;14,442344;  67;  6107;17,062387; 74,488292; 7,352219;  34;  5757; 73,666840;12,037520; 5,7321522; 7,972903;  60;  5800; 72,103448;10,844828; 8,3965517; 7,620690
01001000008;CABA; 0,7282913;  0,5322129; 1,8767507;100,0000000;0,000000e+00;0,000000e+00; 0,9051015; 0,7405376; 0,000000000;  0,35655513; 0,13713659;0,000000000;0,000000000; 0,41140976; 0,000000000; 0,05485464; 0,000000000; 99,20461;74,931432; 88,53538;88,3708173; 0,57597367;43,280307; 3,40098738;42,2929238;50,246846;29,648930;11,601755; 5,430609; 2,139331; 0,5485464;0,21941854;0,16456391;49,98879;1,9049753;17,066338; 7,126849;73,74496;19,128194;0; 2,566114; 2,151502; 2,398028; 2,947109; 8,370686;10,555805;10,331690; 7,530255; 6,566562; 6,824294; 6,813088; 6,745854; 7,059615; 5,9054236; 4,5831466;3,3841327;2,65575975;1,70327208;0,672344240;0,6051098;1,019722098;48,05020;51,94980;31,29762438; 1,210220; 0,53787539;10,141192; 0,15688032;20,965935;0,35858359;11,2057373;45,1815329;8,28103989;0,13446885;61,68758;58,28104; 213;  5703;22,391724; 58,513063;15,360337;  96;  5994;24,140807; 65,598932; 8,658659;  51;  5644; 64,564139;17,363572; 7,2997874; 9,868887;  99;  5210; 64,606526;15,451056; 9,9040307; 8,138196
01001000009;CABA; 4,9823208;  2,8929605; 3,6644166;100,0000000;0,000000e+00;0,000000e+00; 9,8907767; 2,7305825; 0,030339806;  0,72815534; 0,36407767;0,060679612;0,000000000; 4,24757282; 0,091019417; 1,09223301; 0,000000000; 94,75121;69,538835; 89,35073;73,6043689; 1,91140777;24,817961; 5,24878641;53,0946602;49,211165;27,548544;12,075243; 7,069175; 3,033981; 0,9708738;0,06067961;0,06067961;48,53880;1,8586944;12,462210; 9,528608;78,43467;12,036726;0; 3,627813; 2,955996; 2,944799; 4,344418; 9,315866;12,775725;11,252939; 8,106595; 7,222036; 6,673385; 6,998097; 6,561415; 5,172993; 4,0756914; 2,8216325;2,2393909;1,56757362;0,99652894;0,257529952;0,5934386;0,223939089;51,14769;48,85231;35,28160340; 1,847497; 0,69421117;12,988467; 0,20154518;28,361886;0,40309036;10,5027433;38,0136603;4,35561527;0,23513604;56,71257;53,73418; 186;  7239;27,089377; 52,852604;17,488603; 100;  7709;28,680763; 60,228305; 9,793748;  67;  7595; 58,327847;20,763660; 7,3074391;12,718894; 100;  6565; 57,456207;19,177456;10,8453922;10,997715
01001000010;CABA; 1,9074262;  2,3652085; 1,7548321;100,0000000;0,000000e+00;0,000000e+00; 3,8423401; 0,7932573; 0,297471492;  0,32226078; 0,17352504;0,421417947;0,000000000; 0,81804660; 0,421417947; 1,28904313; 0,198314328; 97,99207;74,590977; 87,53099;83,8373823; 1,21467526;39,588498; 5,15617253;42,0178483;46,380764;30,143778;12,617749; 7,288052; 2,429351; 0,8428359;0,04957858;0,24789291;64,48980;2,7829314;20,185529; 9,771181;72,34385;17,884972;0; 3,364255; 3,339518; 3,055040; 4,935065;10,760668;11,552257; 9,400124; 6,753247; 5,541126; 5,565863; 6,196660; 5,974026; 5,652443; 4,9474335; 4,1682127;3,1292517;2,85714286;1,85528757;0,655534941;1,1750155;0,259740260;45,88745;54,11255;14,99072356; 1,978973; 0,84106370;14,693878; 0,14842301;27,322202;0,39579468; 9,5238095;37,4891775;5,24427953;0,17316017;53,11070;75,26283; 239;  8096;27,161561; 51,272233;18,614130; 109;  8519;29,757014; 58,481042;10,482451;  67;  8621; 57,116344;21,308433; 8,7228860;12,075165; 121;  7837; 55,927013;19,510017;12,4027051;10,616307
01001000011;CABA; 6,5751858;  2,7825424; 3,2018296;100,0000000;0,000000e+00;0,000000e+00;16,9122933; 1,1682243; 0,000000000;  1,63551402; 1,65348670;0,000000000;0,000000000; 5,82314881; 0,000000000; 1,67145938; 0,000000000; 93,87132;65,654206; 87,86844;75,4493170; 1,70740474;31,829619; 5,62544932;54,2595255;48,490295;29,133717;12,185478; 6,595974; 2,228613; 0,9166068;0,19769950;0,23364486;58,06162;2,6150200;17,773964; 9,896216;75,38612;14,717660;0; 3,064477; 2,794803; 4,036937; 4,519081;10,876849;12,691019;10,116859; 7,444635; 6,006374; 6,227016; 6,325080; 5,654981; 5,516058; 4,4455340; 3,5629648;2,5659884;2,29631446;1,19310288;0,490316254;0,7926779;0,261502002;47,06219;52,93781;22,44831249; 2,018469; 1,02149220;15,297867; 0,27784588;31,004331;0,44945657;10,6562066;33,2597859;4,15134428;0,23698619;52,20234;64,79529; 273;  8126;36,524735; 41,656412;18,459267; 105;  8758;38,730304; 48,332953;11,737840; 116;  8778; 46,673502;27,363864;10,5946685;14,046480; 134;  8102; 45,457912;25,956554;15,0703530;11,861269
01001000012;CABA; 6,3180439;  2,1952525; 3,5695163;100,0000000;0,000000e+00;0,000000e+00;18,2965831; 1,1277563; 0,000000000;  1,11092409; 0,37030803;0,016832183;0,000000000; 5,67244572; 0,016832183; 1,29607810; 0,000000000; 92,40869;61,841441; 86,61841;73,4724794; 2,12085507;37,384279; 4,41003198;50,0252483;43,881501;30,954385;13,179599; 7,187342; 2,895135; 1,1950850;0,28614711;0,43763676;59,43404;2,6910325;19,515768;12,082659;72,51908;15,398257;0; 4,441360; 3,893901; 3,747398; 4,749788;10,085589;11,111111;10,016192; 7,517927; 6,145424; 5,721335; 5,998921; 5,744468; 5,428329; 4,4336495; 3,4698126;2,9531961;2,31320842;1,50358547;0,586012800;1,0023903;0,200478063;46,98126;53,01874;20,14033464; 2,559951; 1,06407587;17,287378; 0,21589945;33,348755;0,35469196;10,5944946;28,3522245;3,32330943;0,21589945;50,26602;66,29655; 273;  7731;37,252619; 41,146035;18,070107;  98;  8072;38,800793; 47,918731;12,066402;  84;  8335; 45,902819;27,402519;10,0539892;15,632873; 157;  7607; 44,327593;26,028658;14,3946365;13,185224
01001000013;CABA; 8,2299356;  3,1097848; 2,4030155;100,0000000;0,000000e+00;0,000000e+00;17,4538299; 1,7257039; 0,000000000;  1,65001514; 0,28761732;0,060551014;0,015137754; 7,52346352; 0,136239782; 2,34635180; 0,015137754; 93,94490;61,883137; 86,72419;73,8419619; 2,81562216;39,706328; 4,98032092;46,3972147;39,524675;30,230094;15,637299; 8,613382; 3,633061; 1,4834998;0,51468362;0,36330609;60,56404;2,8942586;19,970384;13,481860;71,12472;15,386686;0; 4,583698; 4,375042; 4,523120; 5,499091; 9,039510;10,439523; 9,537592; 8,191425; 6,380831; 6,024096; 6,071212; 5,108703; 4,832739; 4,3413879; 3,2644545;3,3183011;2,47021606;1,33943596;0,518274214;1,3327051;0,148078347;46,07256;53,93417;17,83670997; 2,725988; 0,99616342;19,654035; 0,21538669;34,603217;0,32308003;10,7558727;25,1329340;2,66541024;0,27596419;48,91297;67,42949; 271;  8819;37,952149; 39,131421;19,843520; 143;  8910;40,370370; 46,083053;11,941639; 128;  9425; 44,169761;27,639257;10,5994695;16,233422; 207;  8498; 43,351377;26,900447;14,0738997;13,238409
01001000014;CABA; 7,6005961;  2,0864382; 4,1728763;100,0000000;0,000000e+00;0,000000e+00;20,1634877; 8,5831063; 0,000000000;  3,33787466; 0,68119891;0,136239782;0,000000000; 8,31062670; 0,068119891; 4,22343324; 0,000000000; 92,71117;66,961853; 88,21526;70,7765668; 3,54223433;31,675749; 4,97275204;42,3024523;40,735695;29,087193;14,509537; 7,561308; 4,836512; 1,7711172;0,88555858;0,68119891;49,89180;2,5006011;14,955518;12,022121;76,38855;11,613369;0; 4,303919; 3,510459; 4,183698; 6,107237; 8,391440;10,988218; 9,906227; 8,631883; 7,790334; 7,573936; 6,588122; 5,385910; 4,977158; 3,4383265; 2,9574417;2,1399375;1,61096417;0,91368117;0,384707862;1,5869199;0,120221207;51,09401;48,90599;28,58860303; 2,260159; 1,03390238;19,355614; 0,19235393;31,786487;0,40875210; 9,8340947;27,8913200;4,47222890;0,14426545;52,46453;56,62419; 108;  3491;36,064165; 42,996276;17,845889;  51;  3673;37,925402; 49,659679;11,026409;  28;  3628; 50,826902;25,937155; 8,3792723;14,084895;  53;  3330; 49,009009;25,045045;11,9819820;12,372372
01001000015;CABA;14,7102972;  3,8426899; 2,3116181;100,0000000;0,000000e+00;0,000000e+00;23,8041002; 2,6195900; 0,000000000;  1,45216401; 1,42369021;0,028473804;0,000000000;13,52505695; 0,000000000; 3,04669704; 0,000000000; 91,71412;62,841686; 86,73121;69,1343964; 4,10022779;36,218679; 5,63781321;46,2414579;39,664009;30,239180;15,318907; 8,627563; 3,644647; 1,7369021;0,39863326;0,39863326;60,26465;2,8355388;19,357278;14,694392;71,39256;13,900441;0; 5,368620; 4,940139; 4,385633; 5,696282; 9,703844;10,875866; 9,350977; 8,052930; 6,918715; 5,696282; 5,797101; 4,977946; 4,322621; 4,0075614; 3,2514178;2,7347196;2,01638311;1,18462508;0,567107750;1,5248897;0,201638311;48,90989;51,09011;18,87838689; 3,024575; 0,90737240;19,659735; 0,20163831;33,736610;0,51669817;10,6742281;24,3604285;3,37744171;0,18903592;47,85129;67,19597; 174;  5762;44,099271; 35,074627;17,806317;  85;  6042;46,110559; 40,218471;12,264151;  83;  6125; 38,677551;33,012245;11,8040816;15,151020; 113;  5691; 38,183096;31,857319;14,9534352;13,020559
01001000016;CABA; 7,2297075;  3,5819915; 3,0233322;100,0000000;0,000000e+00;0,000000e+00;15,0680595; 1,8043685; 0,000000000;  0,88635644; 1,29787908;0,094966762;0,031655587; 6,48939538; 0,031655587; 2,31085787; 0,000000000; 93,25736;61,791706; 85,37512;76,5115543; 1,67774612;36,182336;11,01614435;46,1855017;42,228553;30,262741;13,960114; 8,072175; 3,767015; 1,1079456;0,34821146;0,22158911;60,75534;3,1198686;21,913718;13,061651;70,21944;16,718913;0; 4,358860; 4,284222; 4,418570; 5,269443; 7,493656;10,434393; 9,941782; 7,881773; 6,299448; 5,791909; 5,971040; 5,956113; 5,179878; 4,0752351; 3,4184207;3,1198686;3,06015823;1,73160173;0,865800866;1,2688461;0,119420809;46,52933;53,47067;14,07672787; 2,612330; 0,97029407;20,629945; 0,20898642;34,796238;0,31347962;10,3896104;24,5111211;2,70189581;0,26869682;50,33587;68,87595; 209;  5904;40,599593; 37,195122;18,665312; 103;  6135;43,031785; 43,341483;11,947840;  73;  6055; 42,262593;31,329480;10,4872007;14,715111; 112;  5734; 40,425532;28,897803;16,1318451;12,591559
01001000017;CABA; 8,8481944;  3,2346397; 2,6698614;100,0000000;0,000000e+00;0,000000e+00;19,0115321; 1,4497529; 0,000000000;  2,15815486; 1,23558484;0,032948929;0,032948929; 7,92421746; 0,280065898; 3,04777595; 0,000000000; 92,40527;59,703460; 85,61779;71,8616145; 3,31136738;39,505766; 7,06754530;46,8369028;36,112026;30,560132;16,276771;10,329489; 4,003295; 1,8121911;0,39538715;0,51070840;58,43234;2,8260105;20,998243;15,521968;68,40773;16,070299;0; 5,117750; 5,159930; 5,237258; 5,398946; 8,168717; 9,349736; 8,850615; 7,683656; 6,601054; 6,003515; 6,277680; 5,195079; 4,878735; 4,2811951; 3,2056239;3,1704745;2,57293497;1,89103691;0,745166960;1,6379613;0,070298770;45,66608;54,32689;15,73989455; 3,065026; 1,11072056;23,177504; 0,26010545;36,182777;0,46397188;10,0527241;20,4499121;1,90509666;0,26713533;48,90685;66,36907; 297;  8684;42,388300; 35,789959;18,401658; 126;  9005;44,930594; 41,932260;11,737923; 107;  9006; 40,706196;30,601821;10,5374195;16,966467; 215;  7946; 39,164359;29,134156;14,9131639;14,082557
01001000018;CABA;17,3337014;  9,6329009; 2,6221364;100,0000000;0,000000e+00;0,000000e+00;30,2411874; 1,0866684; 0,026504108;  1,90829579; 0,79512324;0,000000000;0,079512324;14,70978002; 0,000000000; 9,09090909; 0,053008216; 88,49722;49,032600; 84,54810;61,2244898; 5,00927644;34,057779; 5,38033395;52,5841505;34,693878;28,836470;17,545720;10,999205; 4,505698; 2,3058574;0,60959449;0,47707395;57,67178;2,8422084;19,851900;17,445279;68,25656;14,298160;0; 6,174453; 5,608189; 5,662637; 6,130894; 8,537515; 8,417728; 8,178155; 7,230752; 6,925841; 6,544702; 6,283350; 5,335947; 4,671676; 3,7024937; 3,1797887;3,0708919;2,33039312;1,41565937;0,522704998;1,8294675;0,054448437;47,76217;52,23783;17,70663182; 3,854949; 1,57900468;27,518240; 0,16334531;39,725580;0,20690406; 8,1237068;13,8625721;1,17608625;0,55537406;46,80388;60,20908; 155;  4876;44,544709; 32,444627;19,831829;  79;  4381;46,382105; 39,237617;12,577037;  55;  5521; 39,340699;32,349212; 9,5272596;17,786633;  91;  4902; 39,432885;31,884945;12,7090983;14,116687
01001000019;CABA;13,0589964;  6,3825320; 3,9680873;100,0000000;0,000000e+00;0,000000e+00;31,7712318; 4,5332823; 0,076511094;  3,65340474; 0,82249426;0,019127774;0,038255547;12,31828615; 0,076511094; 4,64804897; 0,000000000; 87,47131;49,120122; 85,04208;61,4192808; 6,02524866;31,197399; 5,58530987;55,7383321;31,732976;27,505738;18,018363;12,127008; 5,833971; 3,0986993;0,78423871;0,89900536;53,98813;2,5538307;20,065813;18,914085;68,25953;12,826382;0; 6,102010; 6,488304; 6,323771; 6,774447; 8,777452; 8,605766; 7,897561; 7,339581; 6,559840; 6,144932; 6,166392; 5,629873; 4,363688; 3,4766435; 2,8685886;2,5824451;1,80270406;1,27333858;0,608054940;1,9815437;0,085843050;47,62143;52,37141;19,95850919; 3,841477; 1,64532513;30,245368; 0,27898991;39,731025;0,35052579; 6,6742972;12,7190786;0,97288790;0,40775449;46,67716;59,11009; 237;  7818;46,533640; 32,680993;17,753901; 150;  9335;48,473487; 38,061061;11,858597;  87;  8228; 39,171123;33,142927; 8,6898396;17,938746; 105;  7194; 37,989992;31,373367;14,2062830;14,970809
01002000020;CABA; 2,0235467;  2,2075055; 3,2008830;100,0000000;0,000000e+00;0,000000e+00; 2,4373013; 3,1790887; 0,070646415;  4,76863299; 0,70646415;0,035323207;0,000000000; 0,74178735; 0,141292829; 0,21193924; 0,035323207; 99,29354;79,335924; 90,71000;93,3945602; 1,13034264;58,459908; 3,74425998;24,3376899;32,956552;32,709290;14,977040;10,738255; 5,510420; 1,9427764;0,74178735;0,45920170;58,97739;2,0984188;25,476578;12,812177;65,59775;21,604847;0; 4,241170; 4,063839; 4,507167; 5,881484; 8,970001; 7,699128; 6,709029; 5,940594; 5,718930; 6,147480; 5,763263; 6,457810; 6,310034; 6,1622580; 5,2460470;3,6648441;3,14762820;2,12797399;0,960543816;1,0344318;2,512191518;44,49535;55,50465;11,70385695; 2,453081; 0,62065908;14,186493; 0,19210876;24,353480;0,17733117; 9,6941037;39,2197429;6,16225802;0,19210876;56,53909;76,37062; 154;  7112;20,149044; 65,466817;12,218785; 105;  7459;21,758949; 70,532243; 6,301113;  37;  5759; 70,411530;16,357006; 4,8793193; 7,709672;  46;  5240; 69,790076;15,057252; 7,2709924; 7,003817
01002000021;CABA; 2,6305970;  2,5373134; 2,6492537;100,0000000;0,000000e+00;0,000000e+00; 2,4666907; 0,3060857; 0,018005041;  0,10803025; 0,10803025;0,018005041;0,000000000; 0,09002521; 0,000000000; 1,94454447; 0,000000000; 99,83795;79,798344; 89,43104;97,4432841; 0,34209579;59,884768; 5,50954267;22,3802665;32,787180;33,237306;15,214260;10,965070; 5,005402; 2,1786100;0,30608570;0,28808066;57,29951;1,7691352;25,133416;10,739089;64,93165;24,329264;0; 3,779516; 3,625996; 3,340887; 4,832225; 8,121939; 7,880693; 6,009211; 5,599825; 5,292785; 5,541341; 6,491703; 7,091162; 8,070765; 6,8426055; 5,4170627;4,2620075;3,63330653;2,66101323;1,133123766;1,1404342;3,647927480;43,86286;56,13714;15,12537466; 2,134659; 0,32897142;11,258133; 0,21200380;23,408144;0,30703999;10,0007310;42,3130346;7,32509686;0,19007237;62,13173;73,48490; 154;  8043; 9,822206; 76,787268;11,475817;  73;  8593;11,043873; 82,509019; 5,597579;  52;  9801; 81,012142; 8,407305; 3,7445159; 6,305479;  65;  9398; 79,868057; 7,501596; 5,4479677; 6,490743
01002000022;CABA; 0,5224660;  0,4760246; 2,8097063;100,0000000;0,000000e+00;0,000000e+00; 1,3674064; 0,5828290; 0,000000000;  0,45953822; 0,12329074;0,000000000;0,000000000; 0,11208249; 0,000000000; 0,28020623; 0,000000000; 99,60771;80,430397; 89,73324;95,2252858; 0,38108048;54,236718; 4,78592244;32,5935889;41,683479;32,369424;13,640439; 8,406187; 3,026227; 0,7061197;0,07845774;0,07845774;60,57801;2,4056832;24,078360;10,752920;70,20612;19,040956;0; 4,117109; 3,369033; 3,266778; 5,128895;10,672192;10,688338; 9,116840; 6,576611; 5,634788; 5,091222; 5,704752; 5,763952; 5,828535; 5,3118777; 4,1440181;3,6757979;2,77703030;1,96975405;0,855712825;0,5758571;0,877240192;42,39277;57,60723; 8,84236586; 2,028954; 0,40901997;10,300845; 0,15607341;21,177547;0,25294656;10,8444110;44,7015769;6,92104838;0,18298262;54,73871;79,12922; 299; 11790;20,033927; 61,162002;16,268024; 171; 12483;21,461187; 68,076584; 9,092366;  87; 12488; 66,728059;14,934337; 8,8324792; 8,808456; 136; 11781; 64,009846;14,438503;12,3928359; 8,004414
01002000023;CABA; 0,6412997;  0,7268063; 3,0696879;100,0000000;0,000000e+00;0,000000e+00; 0,7455268; 0,3893307; 0,000000000;  0,09111995; 0,03313453;0,000000000;0,000000000; 0,17395626; 0,024850895; 0,24022531; 0,000000000; 99,51127;79,837641; 89,18986;94,3339960; 0,36447979;49,710073; 6,20444003;35,9675282;44,226309;31,817429;12,458582; 7,703777; 2,683897; 0,8035123;0,22365805;0,08283632;61,26556;2,3759951;23,515003;10,700143;71,11655;18,179220;0; 3,853848; 3,490508; 3,359869; 5,062258;11,210451;11,720759; 9,324352; 6,874872; 5,172484; 5,384772; 5,360278; 5,376607; 5,629720; 4,9765258; 3,9885691;3,3231272;2,86997346;1,88201674;0,885895081;0,6491121;0,710349051;43,30680;56,69320; 7,72402531; 2,053480; 0,33067973;10,340886; 0,07756685;20,232701;0,28985507;10,6470708;45,8624209;7,26678914;0,15921617;54,06818;79,84078; 340; 14633;20,071072; 61,525319;16,080093; 158; 15670;21,499681; 68,723676; 8,768347; 113; 15609; 66,609008;15,042604; 8,0017938; 9,622654; 210; 14624; 63,751368;13,997538;11,8982495; 8,916849
