id_circuito_elec;province;vi_calidad_insuficiente;vi_serv_basicos_insuficiente;vi_nho_2mas;vi_urbano;vi_rural_agrupado;vi_rural_disperso;ho_necesidad_basica_insatisfecha;ho_suelo_cemento;ho_suelo_ladrillo;ho_techo_chapa_metal;ho_techo_chapa_pastico;ho_techo_chapa_carton;ho_techo_chapa_barro;ho_agua_fuera_vivienda;ho_agua_fuera_terreno;ho_sin_aseo;ho_refri_carbon;ho_compu;ho_celu;ho_fijo;ho_fhacinamiento;ho_3omas_por_cuarto;ho_prop_vivienda_terreno;ho_prop_vivienda;ho_inquilino;ho_npers_1;ho_npers_2;ho_npers_3;ho_npers_4;ho_npers_5;ho_npers_6;ho_npers_7;ho_npers_8mas;per_ocupado;per_desocupado;per_inactivo;per_edad_0_14;per_edad_15_65;per_edad_65mas;per_edad_0_4;per_edad_5_9;per_edad_10_14;per_edad_14_19;per_edad_20_24;per_edad_25_29;per_edad_30_34;per_edad_35_39;per_edad_40_44;per_edad_45_49;per_edad_50_54;per_edad_55_59;per_edad_60_64;per_edad_65_69;per_edad_70_74;per_edad_75_79;per_edad_80_84;per_edad_85_89;per_edad_90_94;per_edad_95mas;per_nietos_hogar;per_servicio_domestico_interno;per_hombre;per_mujer;per_inmigrante;per_sabe_leer;per_nunca_asiste;per_estud_primario;per_estud_egb;per_estud_secundara;per_estud_polimodal;per_estud_superior;per_estud_universitario;per_estud_postuniversitario;per_estud_especial;per_estud_completos;per_compu;paso19_blanco;paso19_validos;paso19_cand_FdT;paso19_cand_JxC;paso19_cand_Otros;pres19_blanco;pres19_validos;pres19_cand_FdT;pres19_cand_JxC;pres19_cand_Otros;pres15_blanco;pres15_validos;pres15_cand_Cam;pres15_cand_FPV;pres15_cand_Otros;pres15_cand_UNA;paso15_blanco;paso15_validos;paso15_cand_Cam;paso15_cand_FPV;paso15_cand_Otros;paso15_cand_UNA
02009000105;Buenos Aires; 8,2281879; 20,7651007; 3,6778523; 98,7607030;0,000000e+00;1,239297e+00; 5,3764827;13,6926251; 0,838060856; 68,86281588; 2,60443528;0,154718927;0,025786488; 3,58432182; 0,722021661; 1,39247035; 0,154718927; 97,06034;47,846828; 84,81176;62,2614750; 2,38525013;75,876741; 2,08870552;13,6668386;19,198040;25,012893;19,571944;18,824136;10,134090; 4,7060340;1,46982981;1,09592573;45,29276;2,6736621;29,040923;23,084995;63,15215;13,762854;0; 7,164743; 7,991605; 7,932844; 8,025184; 7,366212; 6,912907; 7,437566; 6,539349; 5,830010; 5,741868; 5,448059; 5,259182; 4,591815; 4,0041973; 3,2570829;2,7030430;2,04407135;1,23819517;0,411332634;3,7733473;0,037775446;48,59601;51,39979; 1,57397692; 6,048269; 1,75026233;39,307450; 2,54354669;29,208814;4,47009444; 7,0975866; 5,5571878;0,39034627;0,86044071;48,14271;50,84155; 974; 18012;54,219409; 27,787031;12,586054; 589; 19430;52,341740; 35,280494; 9,346372; 586; 18873; 32,390187;36,825094; 5,2084989;22,471255; 810; 17454; 27,695657;36,942821; 7,2189756;23,501776
02009000106;Buenos Aires;11,7449664; 69,4630872; 3,0201342; 56,3008130;2,032520e-01;4,349593e+01; 3,2467532;16,8831169; 2,597402597; 64,93506494; 4,54545455;0,974025974;0,324675325; 7,46753247; 0,649350649; 0,97402597; 0,324675325; 96,10390;43,506494; 91,55844;39,6103896; 1,62337662;61,688312; 1,29870130; 7,4675325;12,662338;23,051948;21,753247;22,077922;12,662338; 4,8701299;1,94805195;0,97402597;44,53263;2,0282187;21,340388;24,074074;66,22575; 9,700176;0; 6,525573; 9,347443; 8,112875; 7,142857; 6,966490; 6,437390; 9,259259; 8,289242; 6,790123; 6,172840; 4,497354; 5,996473; 4,585538; 2,5573192; 2,2927690;2,3809524;1,41093474;0,79365079;0,176366843;1,7636684;0,000000000;55,46737;44,53263; 7,05467372; 6,437390; 2,38095238;38,977072; 2,99823633;26,895944;3,96825397; 6,7019400; 8,3774250;0,88183422;0,52910053;47,17813;46,29630;  21;   311;48,231511; 31,511254;13,504823;   9;   322;47,826087; 39,751553; 9,627329;   5;   298; 30,872483;39,261745; 3,0201342;25,167785;   1;   234; 26,923077;38,034188; 8,1196581;26,495726
02009000107;Buenos Aires;12,9838710; 38,7903226; 4,6774194; 88,4805654;0,000000e+00;1,151943e+01; 9,4801223;25,3822630; 1,529051988; 73,08868502; 4,28134557;0,076452599;0,229357798; 4,96941896; 0,688073394; 2,37003058; 0,152905199; 96,10092;42,737003; 90,13761;43,2721713; 4,81651376;80,428135; 2,52293578; 6,7278287;11,850153;19,801223;20,565749;21,941896;12,844037; 8,3333333;2,82874618;1,83486239;40,11640;3,1472300;24,595818;33,498599;61,02608; 5,475318;0;10,627290;11,985342;10,907523; 8,967450; 7,092046; 8,212977; 8,579435; 7,329166; 5,496874; 4,569950; 4,074154; 3,492132; 3,190343; 2,0047424; 1,2933822;0,9700366;0,81914206;0,28023281;0,086225480;3,5568010;0,000000000;50,63591;49,36409; 2,41431343; 8,794999; 2,22030610;42,746282; 3,38435008;25,781418;5,02263419; 4,0525975; 2,5220953;0,19400733;0,81914206;40,05174;44,57857; 133;  1941;66,872746; 16,640907; 9,634209;  77;  2435;64,640657; 22,710472; 9,486653;  39;   828; 28,019324;40,338164; 4,9516908;21,980676;  40;   663; 23,981900;43,288084; 5,7315234;20,965309
02009000108;Buenos Aires; 8,1967213; 98,3606557; 3,2786885;  0,0000000;0,000000e+00;1,000000e+02; 4,7619048;20,6349206; 1,587301587; 73,01587302; 9,52380952;0,000000000;1,587301587; 4,76190476; 0,000000000; 0,00000000; 0,000000000; 98,41270;28,571429; 90,47619;12,6984127; 1,58730159;30,158730; 0,00000000; 0,0000000;26,984127;26,984127;12,698413;19,047619; 9,523810; 1,5873016;0,00000000;3,17460317;53,67232;0,0000000;24,293785;23,728814;64,40678;11,864407;0;10,169492; 7,909605; 5,649718; 5,084746; 9,604520; 6,214689; 7,344633; 7,344633; 5,649718; 6,779661; 7,344633; 4,519774; 4,519774; 3,9548023; 3,9548023;1,6949153;1,12994350;0,00000000;0,000000000;1,1299435;0,000000000;54,23729;45,76271; 5,08474576; 3,954802; 2,25988701;54,237288; 2,82485876;15,819209;5,64971751; 2,8248588; 4,5197740;0,00000000;0,00000000;43,50282;28,24859;   3;    70;45,714286; 37,142857;12,857143;   4;    78;44,871795; 43,589744; 6,410256;   1;    82; 50,000000;24,390244; 6,0975610;18,292683;   2;    77; 44,155844;23,376623; 3,8961039;25,974026
02009000109;Buenos Aires; 6,6666667; 93,3333333;16,6666667;  0,0000000;0,000000e+00;1,000000e+02; 2,7027027;18,9189189; 0,000000000; 89,18918919; 2,70270270;2,702702703;0,000000000; 5,40540541; 0,000000000; 0,00000000; 0,000000000;100,00000;35,135135; 97,29730;13,5135135; 2,70270270;18,918919; 0,00000000; 2,7027027;24,324324;29,729730;13,513514;13,513514;13,513514; 5,4054054;2,70270270;0,00000000;47,16981;3,7735849;20,754717;28,301887;65,09434; 5,660377;0; 8,490566;10,377358; 9,433962; 4,716981; 3,773585;15,094340; 4,716981; 5,660377; 7,547170; 8,490566; 9,433962; 3,773585; 1,886792; 2,8301887; 0,9433962;0,9433962;0,00000000;0,00000000;0,000000000;2,8301887;1,886792453;50,00000;50,00000; 3,77358491; 1,886792; 0,00000000;61,320755; 5,66037736;15,094340;1,88679245; 1,8867925; 3,7735849;0,00000000;0,00000000;54,71698;34,90566;   0;    24;45,833333; 41,666667;12,500000;   0;    26;42,307692; 50,000000; 7,692308;   1;    45; 44,444444;28,888889; 4,4444444;20,000000;   0;    23;  8,695652;34,782609;17,3913043;39,130435
02009000110;Buenos Aires;10,2325581; 74,8837209; 0,9302326;  0,0000000;5,235457e+01;4,764543e+01; 3,2258065;27,6497696; 1,382488479; 84,33179724; 0,46082949;0,000000000;0,000000000; 3,22580645; 0,921658986; 0,92165899; 0,460829493; 94,93088;23,502304; 85,71429;37,3271889; 0,92165899;53,456221; 0,92165899; 5,9907834;22,580645;29,032258;17,972350;17,511521; 7,373272; 3,2258065;0,92165899;0,92165899;52,65781;1,1627907;24,252492;22,591362;62,95681;14,451827;0; 6,810631; 8,471761; 7,308970; 7,641196; 7,142857; 6,312292; 5,481728; 6,478405; 7,475083; 6,976744; 4,983389; 6,478405; 3,986711; 4,6511628; 4,4850498;2,4916944;2,32558140;0,33222591;0,000000000;2,6578073;0,166112957;54,48505;45,51495; 2,65780731; 5,149502; 1,66112957;58,139535; 4,65116279;18,438538;3,98671096; 2,1594684; 1,8272425;0,16611296;0,16611296;49,66777;40,03322;  23;   369;43,089431; 41,192412; 9,485095;   8;   398;40,201005; 52,763819; 5,025126;   9;   404; 42,821782;27,475248; 3,9603960;23,514851;  14;   342; 40,350877;28,070175; 2,9239766;24,561404
02009000111;Buenos Aires; 5,3097345; 79,6460177; 2,6548673;  0,0000000;4,687500e+01;5,364583e+01; 5,9829060;26,4957265; 0,000000000; 75,21367521; 1,70940171;0,000000000;0,000000000; 5,12820513; 0,854700855; 0,00000000; 0,854700855; 96,58120;47,863248; 92,30769;14,5299145; 1,70940171;41,880342; 0,00000000; 6,8376068;22,222222;17,948718;10,256410;23,076923;15,384615; 8,5470085;1,70940171;0,00000000;51,05263;1,5789474;19,210526;30,000000;61,05263; 9,210526;0;10,000000;10,789474; 9,473684;10,526316; 4,473684; 6,578947; 7,105263; 5,263158; 6,842105; 8,157895; 5,789474; 1,842105; 3,684211; 4,4736842; 2,3684211;1,3157895;0,52631579;0,26315789;0,000000000;0,7894737;0,000000000;54,47368;45,52632; 3,15789474; 8,684211; 1,05263158;55,789474; 4,21052632;18,157895;2,89473684; 2,1052632; 2,1052632;0,26315789;0,52631579;44,21053;48,94737;  10;   188;47,340426; 36,170213;11,170213;   7;   198;44,949495; 42,424242; 9,090909;   4;   191; 36,649215;41,884817; 5,7591623;13,612565;   1;   158; 27,848101;44,303797; 6,9620253;20,253165
02009000113;Buenos Aires;12,0754717; 57,1698113; 1,5094340;  1,1661808;7,565598e+01;2,317784e+01; 4,2671614;20,2226345; 2,226345083; 73,84044527; 2,22634508;0,556586271;0,000000000; 4,08163265; 0,556586271; 0,92764378; 0,371057514; 94,43414;36,549165; 82,56030;41,0018553; 1,85528757;65,120594; 0,18552876; 8,9053803;20,037106;23,747681;18,367347;16,141002;10,946197; 4,6382189;3,52504638;2,41187384;43,75367;2,9912023;27,741935;27,272727;60,64516;12,082111;0; 8,211144;10,029326; 9,032258; 8,739003; 7,800587; 6,920821; 6,979472; 6,275660; 5,747801; 4,574780; 5,513196; 4,633431; 3,519062; 3,7536657; 2,7565982;2,8152493;1,81818182;0,58651026;0,351906158;5,6304985;0,058651026;49,44282;50,55718; 1,46627566; 6,627566; 2,40469208;47,741935; 3,92961877;24,516129;5,45454545; 2,3460411; 3,1671554;0,11730205;0,41055718;43,22581;42,46334;  54;  1009;63,528246; 23,290387; 7,829534;  31;  1035;58,550725; 32,173913; 6,280193;  24;   958; 25,782881;50,417537; 3,4446764;17,849687;  53;   899; 19,243604;48,387097; 4,1156841;22,358176
02009000114;Buenos Aires; 7,6923077; 95,3846154; 7,6923077;  0,0000000;1,360544e+00;9,795918e+01;15,2777778;30,5555556; 2,777777778; 72,22222222; 6,94444444;1,388888889;0,000000000; 2,77777778; 1,388888889; 0,00000000; 1,388888889; 88,88889;34,722222; 95,83333;15,2777778; 5,55555556;18,055556; 1,38888889; 2,7777778;27,777778;30,555556;13,888889;15,277778; 5,555556; 5,5555556;1,38888889;0,00000000;54,45026;2,0942408;19,371728;26,178010;64,39791; 9,424084;0; 9,947644; 9,424084; 6,282723; 7,329843; 7,329843; 8,376963; 6,282723; 3,664921; 9,424084; 3,664921; 5,759162; 7,329843; 5,759162; 4,1884817; 2,0942408;1,5706806;1,57068063;0,00000000;0,000000000;2,0942408;0,000000000;56,02094;43,97906; 2,61780105; 5,759162; 1,57068063;50,785340; 2,09424084;17,277487;6,28272251; 3,1413613; 4,7120419;1,04712042;0,00000000;51,30890;41,88482;   0;    20;50,000000; 35,000000;15,000000;   0;    26;30,769231; 57,692308;11,538462;   1;    30; 20,000000;43,333333; 3,3333333;30,000000;   2;    25; 20,000000;40,000000; 8,0000000;24,000000
02010000117;Buenos Aires; 7,1825162; 20,6851742; 3,2368576; 95,7444648;4,255535e+00;0,000000e+00; 4,3517886;15,5958077; 0,706311233; 65,23125997; 2,55183413;0,159489633;0,000000000; 3,46320346; 0,489861016; 1,41262247; 0,034176350; 96,81021;40,578720; 87,79904;47,6646161; 1,87969925;75,176578; 2,02779676;12,1553885;19,685578;25,279107;19,993165;17,338802; 9,933926; 4,7049442;1,52654363;1,53793575;45,78943;2,3425241;28,136442;24,628260;62,46357;12,908167;0; 7,793469; 8,200702; 8,634088; 8,256744; 7,371292; 6,893073; 6,949115; 6,411119; 5,970261; 5,813345; 5,196892; 4,991407; 4,606590; 3,7099305; 3,1271015;2,4695509;1,95770754;1,16939401;0,381080475;3,8743182;0,029888665;47,78077;52,21923; 1,09093626; 5,761040; 1,49443324;44,717179; 3,90794291;24,221027;4,56549354; 5,8170814; 4,9054771;0,26899798;0,62392588;44,48928;45,37099; 707; 17763;43,371052; 37,887744;14,761020; 372; 19486;43,800677; 44,272811;10,017448; 610; 19168; 38,251252;33,122913; 5,2170284;20,226419; 964; 16827; 36,494919;37,380401; 5,8002021;14,595590
02010000118;Buenos Aires; 5,8968059; 46,1916462; 1,2285012;  0,0000000;9,982079e+01;0,000000e+00; 2,9055690;15,7384988; 0,968523002; 76,75544794; 2,17917676;0,242130751;0,000000000; 3,14769976; 0,726392252; 0,72639225; 0,000000000; 98,30508;35,835351; 83,77724;59,8062954; 0,96852300;71,428571; 0,00000000; 9,9273608;23,728814;29,297821;16,222760;16,222760; 8,232446; 4,6004843;0,96852300;0,96852300;43,01821;2,2549870;35,385950;21,162186;62,53252;16,305291;0; 6,244579; 7,285343; 7,545533; 8,933218; 7,111882; 6,504770; 6,244579; 5,897658; 4,509974; 6,764961; 6,418040; 4,596704; 5,550737; 4,1630529; 4,5967042;3,5559410;2,51517780;0,95403296;0,607111882;4,0763226;0,260190807;50,21683;49,69644; 0,78057242; 3,989592; 1,12749350;50,216826; 2,68863833;23,850824;4,42324371; 5,2038161; 4,8568951;0,08673027;0,43365134;45,27320;43,62533;  21;   513;36,647173; 46,198830;13,060429;   6;   523;36,711281; 52,581262; 9,560229;   9;   529; 40,075614;32,514178; 4,7258979;20,982987;  23;   497; 37,625755;38,430584; 5,0301811;14,285714
02010000120;Buenos Aires; 2,5641026;100,0000000; 0,0000000;  0,0000000;9,859155e+01;1,408451e+00; 5,1282051;33,3333333; 0,000000000; 74,35897436; 0,00000000;2,564102564;0,000000000; 0,00000000; 0,000000000; 0,00000000; 0,000000000; 97,43590;25,641026; 94,87179;23,0769231; 5,12820513;17,948718; 0,00000000; 0,0000000;20,512821;23,076923;23,076923;15,384615;10,256410; 2,5641026;2,56410256;2,56410256;46,21849;0,0000000;30,252101;26,890756;67,22689; 5,882353;0; 5,882353; 9,243697;12,605042; 6,722689; 3,361345; 8,403361; 7,563025; 8,403361;10,084034; 5,042017; 4,201681; 9,243697; 5,042017; 2,5210084; 2,5210084;0,0000000;0,84033613;0,00000000;0,000000000;0,0000000;0,000000000;56,30252;43,69748; 8,40336134; 9,243697; 4,20168067;52,941176; 3,36134454;22,689076;2,52100840; 3,3613445; 0,0000000;0,00000000;0,00000000;47,89916;36,97479;   8;   384;30,729167; 50,260417;16,927083;   4;   409;30,073350; 58,435208;10,513447;  11;   408; 43,872549;25,245098; 5,8823529;22,303922;   8;   365; 34,246575;36,986301; 7,3972603;19,178082
0201000117A;Buenos Aires;11,5207373; 60,3686636; 2,7649770; 45,1178451;5,488215e+01;0,000000e+00; 6,6666667;28,4444444; 3,111111111; 73,77777778; 5,33333333;0,000000000;0,444444444; 6,22222222; 0,444444444; 2,66666667; 0,000000000; 96,44444;31,111111; 92,88889;20,4444444; 2,22222222;55,555556; 3,11111111; 4,0000000;17,333333;20,444444;20,888889;21,333333;11,555556; 4,8888889;2,22222222;1,77777778;44,31058;2,0080321;23,025435;28,915663;65,06024; 6,024096;0;10,709505; 9,504685; 8,835341; 9,504685; 8,165997; 8,032129; 8,567604; 6,425703; 5,756359; 5,890228; 4,283802; 4,283802; 3,882195; 2,4096386; 2,0080321;0,9370817;0,40160643;0,13386881;0,000000000;2,9451138;0,401606426;53,41365;46,58635; 2,27576975; 7,228916; 1,74029451;49,933066; 5,35475234;19,678715;3,34672021; 3,4805890; 3,2128514;0,00000000;0,53547523;42,97189;34,40428;   1;    50;22,000000; 62,000000;14,000000;   2;    56;23,214286; 64,285714; 8,928571;   3;    73; 61,643836;19,178082; 1,3698630;13,698630;   5;    51; 54,901961;17,647059; 5,8823529;11,764706
0201000117B;Buenos Aires;12,0481928;100,0000000; 7,2289157;  0,0000000;1,000000e+02;0,000000e+00; 4,4943820;21,3483146; 5,617977528; 83,14606742; 0,00000000;0,000000000;0,000000000; 7,86516854; 2,247191011; 4,49438202; 1,123595506; 96,62921;21,348315; 97,75281;15,7303371; 0,00000000;39,325843; 1,12359551; 4,4943820;17,977528;32,584270;21,348315;19,101124; 5,617978; 1,1235955;1,12359551;2,24719101;49,60938;0,3906250;28,906250;22,656250;62,50000;14,843750;0; 9,765625; 8,203125; 4,687500; 8,203125; 8,984375; 4,296875; 7,031250; 5,859375; 6,640625; 6,250000; 3,125000; 6,250000; 6,250000; 8,2031250; 4,2968750;0,7812500;0,39062500;1,17187500;0,000000000;0,7812500;0,000000000;55,85938;44,14062; 3,12500000; 5,859375; 1,56250000;56,250000; 3,51562500;18,750000;2,73437500; 1,9531250; 2,7343750;0,00000000;0,00000000;47,26562;28,90625;   5;    76;32,894737; 50,000000;10,526316;   1;    82;34,146341; 54,878049; 9,756098;   2;   101; 56,435644;20,792079; 3,9603960;16,831683;   6;    86; 60,465116;20,930233; 4,6511628; 6,976744
02011000789;Buenos Aires;15,2380131; 12,6767851; 8,4080717;100,0000000;0,000000e+00;0,000000e+00;11,9615742;31,5540750; 0,433839479; 33,47536412; 5,15184382;0,309885342;0,069724202; 7,37527115; 0,278896808; 2,80446235; 0,030988534; 95,47567;43,221258; 83,16548;62,5271150; 5,38425782;72,273009; 4,80322281;10,5051131;11,938333;18,964983;21,017973;20,886272;12,883483; 7,4527425;3,17632476;3,67988844;47,34848;4,1752268;23,979199;26,420990;65,24782; 8,331193;0; 9,024568; 8,523797; 8,874765; 9,037408; 9,204331; 8,119329; 7,911745; 6,593477; 5,833761; 5,283770; 4,986304; 4,372111; 3,905581; 3,0987845; 2,4332306;1,4680705;0,84959767;0,34668721;0,111282315;4,9948639;0,019260401;48,98990;51,01224; 7,87536381; 6,159048; 2,44821092;38,270416; 3,77503852;30,615477;5,41003253; 4,5047937; 4,3635508;0,09630200;0,46224961;38,18909;49,50993;1042; 28522;61,128252; 19,700582;15,517846; 480; 29678;62,143675; 24,017791;12,221174; 905; 30120; 21,417663;45,292165; 7,5929615;22,692563;1533; 27409; 16,374184;48,713926; 9,8069977;19,511839
02011000790;Buenos Aires; 8,4875363; 18,5502370; 6,3159505;100,0000000;0,000000e+00;0,000000e+00; 7,5796359;19,8663254; 0,597269625; 33,58930603; 4,13822526;0,967007964;0,184869170; 3,76848692; 0,227531286; 1,26564278; 0,056882821; 97,38339;58,930603; 89,02162;72,2696246; 3,28498294;80,787827; 3,72582480; 6,3139932;11,291240;19,766780;22,895336;24,203641;12,144482; 6,0580205;1,97667804;1,64960182;48,02316;3,7730427;21,927988;26,838281;64,90537; 8,256353;0; 8,790081; 9,327914; 8,716180; 8,391838; 7,312066; 6,753705; 7,817055; 9,069261; 7,229954; 5,780679; 4,758386; 4,150757; 3,641664; 3,0668802; 2,2170218;1,5642320;0,76774644;0,42287638;0,192963009;3,0791969;0,053372747;48,76216;51,23784; 3,99063924; 5,961325; 1,48622573;29,547974; 3,14078088;30,664696;4,59416184; 8,1988751;10,6909718;0,69795131;0,43929876;40,07472;60,39332; 552; 16414;50,822469; 27,366882;18,447667; 279; 16452;51,659373; 33,369803;13,274982; 414; 15300; 31,581699;35,895425; 8,8692810;20,947712; 918; 15065; 24,885496;37,836044;11,8353800;19,349486
02011000792;Buenos Aires;16,2916667; 37,9027778; 5,2638889; 99,7533909;0,000000e+00;2,466091e-01;11,0390453;28,6288753; 0,843170320; 42,78116487; 3,60617460;1,128551044;0,038915553; 6,95291218; 0,402127384; 2,75003243; 0,116746660; 95,20042;48,333117; 87,28759;58,8143728; 5,69464263;77,208458; 4,90335971; 8,0295758;11,363342;18,523803;21,364639;22,467246;13,114541; 7,5366455;2,58139837;3,06135686;45,14809;3,5740085;21,574765;27,020054;66,35135; 6,628599;0; 8,623714; 9,421761; 8,974579; 9,205050;10,102852; 8,293488; 7,536720; 6,652678; 6,177978; 5,438409; 5,060025; 4,403013; 3,477693; 2,5661312; 1,7233669;1,1317120;0,74300850;0,31990644;0,116955041;3,7356816;0,206391249;49,86413;50,13587; 4,20350177; 6,167658; 1,89191978;33,163634; 3,36073750;27,735544;4,95682983; 8,8645041; 8,3829246;0,94595989;0,43342162;37,24674;51,96244; 430; 17268;56,775539; 25,133194;15,601112; 207; 17705;57,204180; 29,850325;11,776334; 467; 17790; 26,885891;41,753794; 7,1781900;21,557055;1001; 17000; 21,717647;44,705882; 9,9294118;17,758824
0201100789A;Buenos Aires;14,0406469; 17,7666084; 8,0856643;100,0000000;0,000000e+00;0,000000e+00;11,0956591;30,1082746; 0,387404391; 35,67100427; 5,61239694;0,546339525;0,000000000; 5,94020066; 0,317870269; 2,29462601; 0,019866892; 96,44383;43,955498; 85,07003;62,1337042; 5,16539187;73,745902; 4,75812059; 9,1089699;11,443330;18,754346;21,803914;20,919837;13,469753; 7,5593523;2,91049965;3,13896891;46,57013;4,3856020;24,178734;26,702524;65,73438; 7,560337;0; 8,925665; 8,889808; 8,887050; 9,400083; 8,826369; 7,979589; 7,974073; 6,727348; 5,932975; 5,477865; 4,733140; 4,529030; 4,151152; 2,9871742; 2,0879879;1,3211971;0,77506551;0,25375810;0,110329610;4,7358985;0,008274721;48,74638;51,25362; 4,12908564; 6,079161; 2,18452627;38,022342; 3,90290994;30,555785;6,14535926; 4,4600745; 3,9442835;0,07998897;0,51854917;38,74224;50,91160; 720; 23260;61,143594; 19,187446;16,573517; 443; 25874;61,544408; 23,687872;13,055577; 806; 24842; 20,368730;44,163111; 7,6080831;24,615570;1470; 22681; 16,101583;46,501477; 9,4131652;21,502579
0201100789C;Buenos Aires; 8,4975184; 12,7838773; 5,0684313;100,0000000;0,000000e+00;0,000000e+00; 6,2878895;12,4770901; 0,465247427; 24,54532638; 3,32722402;0,352460172;0,042295221; 3,73607782; 0,225574510; 1,28295503; 0,084590441; 97,56098;53,165092; 84,23798;73,0579445; 2,43902439;74,326801; 3,41181446;13,8164387;18,243339;26,208938;21,387283;18,031862; 9,008882; 4,3564077;1,28295503;1,50852954;49,76489;3,5988640;26,230271;21,365054;64,97044;13,664510;0; 6,811304; 7,183761; 7,369989; 7,048745; 7,430514; 7,318776; 8,366311; 7,058057; 6,029145; 5,414591; 5,526328; 5,861539; 4,921086; 4,0690907; 3,3288328;2,5280507;2,16024955;1,15927185;0,353833977;3,0308674;0,041901392;48,02831;51,97169; 6,86251688; 4,716234; 1,42464733;31,048932; 1,79710415;31,831091;3,88286233; 9,0507007;11,7789469;0,47488244;0,44694818;44,67154;56,36668; 402; 14705;46,848011; 31,200272;19,217953; 207; 13883;47,835482; 37,311820;13,361665; 306; 13885; 34,814548;32,675549; 8,9737126;21,332373; 572; 13519; 29,351283;34,795473;12,8189955;18,803166
0201100789D;Buenos Aires;19,1101625; 25,5130520; 5,3193236;100,0000000;0,000000e+00;0,000000e+00;12,5307503;32,2109471; 0,999384994; 34,08671587; 3,92066421;0,968634686;0,092250923; 9,36346863; 0,384378844; 2,64452645; 0,061500615; 94,63407;39,637146; 82,71833;55,0123001; 6,58056581;72,186347; 6,31918819; 9,0713407;12,853629;19,234317;20,495080;19,926199;12,023370; 8,5024600;3,07503075;3,88991390;45,39345;4,1811995;24,814972;27,545725;64,24500; 8,209273;0; 9,515100; 8,855806; 9,179073; 9,421523; 8,915355; 8,192259; 7,554232; 6,146321; 5,431731; 5,253084; 5,180774; 4,572522; 3,577201; 2,8370906; 2,0161633;1,6843896;1,03785623;0,49766057;0,102084219;5,1552531;0,000000000;48,62612;51,37814; 5,32113994; 6,537644; 2,33092301;39,549128; 3,50489154;28,915355;5,86984262; 4,0833688; 4,4279030;0,11484475;0,62101234;37,57975;43,90472; 417; 14019;64,619445; 17,569013;14,837007; 207; 15176;65,781497; 20,776226;12,078281; 325; 11920; 19,446309;48,372483; 6,9798658;22,474832; 874; 13787; 15,833756;49,873069; 8,4282295;19,525640
0201100789E;Buenos Aires; 6,6872428;  4,2524005; 6,6700960;100,0000000;0,000000e+00;0,000000e+00; 6,0365369;16,1239079; 0,095313741; 27,83161239; 4,05083400;0,254169976;0,031771247; 3,52660842; 0,095313741; 1,23907863; 0,000000000; 97,69658;48,832407; 83,30421;72,6131851; 2,74821287;75,107228; 2,63701350;11,8824464;14,614774;22,970612;22,811755;20,206513;10,484512; 5,2740270;1,81096108;1,82684670;48,44172;4,2257669;26,385276;22,385276;65,38896;12,220859;0; 7,234356; 7,337423; 7,813497; 7,617178; 8,078528; 7,391411; 8,274847; 6,665031; 5,982822; 5,830675; 5,516564; 5,413497; 4,613497; 3,9165644; 3,0625767;2,5521472;1,60000000;0,76073620;0,294478528;4,2552147;0,029447853;48,34356;51,65644; 6,71901840; 5,310429; 1,81595092;34,679755; 2,69447853;31,582822;5,38895706; 7,5190184; 7,1901840;0,18650307;0,52024540;41,82577;53,84049; 427; 12810;52,560500; 25,136612;18,969555; 187; 11395;54,102677; 30,215007;14,041246; 242; 12471; 26,782135;36,885575; 9,2534680;25,138321; 570; 11935; 23,317972;40,008379;12,4842899;19,413490
0201100790A;Buenos Aires;15,9771366; 36,8807839; 5,0898204;100,0000000;0,000000e+00;0,000000e+00;11,1454311;29,9099099; 0,540540541; 37,88931789; 5,92020592;0,772200772;0,051480051; 6,84684685; 0,617760618; 2,36808237; 0,025740026; 96,31918;46,872587; 85,37967;63,6550837; 4,65894466;78,429858; 3,11454311; 6,8725869;12,432432;19,382239;21,698842;20,694981;13,178893; 7,0527671;2,54826255;3,01158301;46,10535;3,9489892;24,128686;26,990798;65,11122; 7,897978;0; 8,760235; 9,129773; 9,108036; 9,716687; 8,499384; 7,426998; 7,376277; 6,985001; 6,332874; 5,724223; 4,666329; 4,564887; 3,818564; 2,7896529; 2,1085429;1,5288747;0,84776465;0,43475110;0,152162887;3,9562351;0,021737555;49,46018;50,54706; 4,53590320; 6,369104; 2,60126078;37,185711; 3,15194551;29,773205;6,53575828; 5,4054054; 5,0793421;0,07970437;0,46373451;37,67843;52,09043; 204;  7701;58,395014; 22,062070;16,893910;  97;  7632;58,425052; 26,755765;13,548218; 208;  7350; 21,836735;41,700680; 8,2312925;25,401361; 381;  7032; 16,538680;45,221843; 9,8976109;22,923777
